Amount,Average,Candidates,Chamber,District,State,Year
"$39,377","$13,126",3,House of Representatives,40,Mississippi,2003
"$115,300","$12,811",9,House of Representatives,40,Mississippi,Total
"$4,850","$4,850",1,House of Representatives,41,Mississippi,2019
"$1,300","$1,300",1,House of Representatives,41,Mississippi,2011
"$10,897","$10,897",1,House of Representatives,41,Mississippi,2007
"$2,400","$2,400",1,House of Representatives,41,Mississippi,2003
"$19,447","$4,862",4,House of Representatives,41,Mississippi,Total
"$19,950","$9,975",2,House of Representatives,42,Mississippi,2019
"$5,366","$2,683",2,House of Representatives,42,Mississippi,2011
"$11,700","$11,700",1,House of Representatives,42,Mississippi,2007
"$16,750","$8,375",2,House of Representatives,42,Mississippi,2003
"$53,766","$7,681",7,House of Representatives,42,Mississippi,Total
"$116,172","$58,086",2,House of Representatives,43,Mississippi,2011
"$118,082","$39,361",3,House of Representatives,43,Mississippi,2007
"$76,843","$25,614",3,House of Representatives,43,Mississippi,2003
"$311,097","$38,887",8,House of Representatives,43,Mississippi,Total
"$61,857","$61,857",1,House of Representatives,44,Mississippi,2019
"$21,985","$21,985",1,House of Representatives,44,Mississippi,2011
"$42,564","$42,564",1,House of Representatives,44,Mississippi,2007
"$65,028","$16,257",4,House of Representatives,44,Mississippi,2003
"$191,434","$27,348",7,House of Representatives,44,Mississippi,Total
"$7,700","$7,700",1,House of Representatives,45,Mississippi,2019
"$93,746","$31,249",3,House of Representatives,45,Mississippi,2011
"$51,400","$25,700",2,House of Representatives,45,Mississippi,2007
"$9,060","$4,530",2,House of Representatives,45,Mississippi,2003
"$161,906","$20,238",8,House of Representatives,45,Mississippi,Total
"$18,649","$18,649",1,House of Representatives,46,Mississippi,2019
"$13,700","$13,700",1,House of Representatives,46,Mississippi,2011
"$11,000","$11,000",1,House of Representatives,46,Mississippi,2007
"$27,255","$27,255",1,House of Representatives,46,Mississippi,2003
"$70,604","$17,651",4,House of Representatives,46,Mississippi,Total
"$2,750","$2,750",1,House of Representatives,47,Mississippi,2019
"$8,100","$8,100",1,House of Representatives,47,Mississippi,2011
"$5,237","$5,237",1,House of Representatives,47,Mississippi,2007
"$17,493","$8,747",2,House of Representatives,47,Mississippi,2003
"$33,580","$6,716",5,House of Representatives,47,Mississippi,Total
"$196,835","$98,418",2,House of Representatives,48,Mississippi,2019
"$32,266","$10,755",3,House of Representatives,48,Mississippi,2011
"$16,100","$16,100",1,House of Representatives,48,Mississippi,2007
"$74,589","$24,863",3,House of Representatives,48,Mississippi,2003
"$319,790","$35,532",9,House of Representatives,48,Mississippi,Total
"$2,950","$2,950",1,House of Representatives,49,Mississippi,2019
"$17,050","$17,050",1,House of Representatives,49,Mississippi,2011
"$7,700","$7,700",1,House of Representatives,49,Mississippi,2007
"$3,600","$3,600",1,House of Representatives,49,Mississippi,2003
"$31,300","$7,825",4,House of Representatives,49,Mississippi,Total
"$31,720","$15,860",2,House of Representatives,50,Mississippi,2019
"$10,250","$10,250",1,House of Representatives,50,Mississippi,2011
"$27,289","$13,645",2,House of Representatives,50,Mississippi,2007
"$1,550","$1,550",1,House of Representatives,50,Mississippi,2003
"$70,809","$11,802",6,House of Representatives,50,Mississippi,Total
$650,$650,1,House of Representatives,51,Mississippi,2019
"$12,029","$6,015",2,House of Representatives,51,Mississippi,2011
"$8,315","$8,315",1,House of Representatives,51,Mississippi,2007
"$3,750","$3,750",1,House of Representatives,51,Mississippi,2003
"$24,744","$4,949",5,House of Representatives,51,Mississippi,Total
"$43,050","$43,050",1,House of Representatives,52,Mississippi,2019
"$18,728","$18,728",1,House of Representatives,52,Mississippi,2011
"$24,200","$24,200",1,House of Representatives,52,Mississippi,2007
"$53,445","$53,445",1,House of Representatives,52,Mississippi,2003
"$139,423","$34,856",4,House of Representatives,52,Mississippi,Total
"$66,975","$33,488",2,House of Representatives,53,Mississippi,2019
"$130,760","$130,760",1,House of Representatives,53,Mississippi,2011
"$175,775","$87,888",2,House of Representatives,53,Mississippi,2007
"$189,262","$94,631",2,House of Representatives,53,Mississippi,2003
"$562,772","$80,396",7,House of Representatives,53,Mississippi,Total
"$3,150","$3,150",1,House of Representatives,54,Mississippi,2019
"$-9,200","$-9,200",1,House of Representatives,54,Mississippi,2011
"$132,325","$33,081",4,House of Representatives,54,Mississippi,2007
"$33,850","$16,925",2,House of Representatives,54,Mississippi,2003
"$160,125","$20,016",8,House of Representatives,54,Mississippi,Total
"$6,985","$6,985",1,House of Representatives,55,Mississippi,2019
"$133,390","$66,695",2,House of Representatives,55,Mississippi,2011
"$80,455","$40,228",2,House of Representatives,55,Mississippi,2007
"$29,285","$29,285",1,House of Representatives,55,Mississippi,2003
"$250,115","$41,686",6,House of Representatives,55,Mississippi,Total
"$1,162,535","$581,267",2,House of Representatives,56,Mississippi,2019
"$70,069","$70,069",1,House of Representatives,56,Mississippi,2011
"$14,550","$14,550",1,House of Representatives,56,Mississippi,2007
"$50,584","$25,292",2,House of Representatives,56,Mississippi,2003
"$1,297,738","$216,290",6,House of Representatives,56,Mississippi,Total
"$12,800","$12,800",1,House of Representatives,57,Mississippi,2011
"$14,100","$14,100",1,House of Representatives,57,Mississippi,2007
"$10,415","$5,208",2,House of Representatives,57,Mississippi,2003
"$37,315","$9,329",4,House of Representatives,57,Mississippi,Total
"$686,583","$343,291",2,House of Representatives,58,Mississippi,2019
"$55,083","$55,083",1,House of Representatives,58,Mississippi,2011
"$8,650","$8,650",1,House of Representatives,58,Mississippi,2007
"$5,350","$5,350",1,House of Representatives,58,Mississippi,2003
"$755,666","$151,133",5,House of Representatives,58,Mississippi,Total
"$8,650","$8,650",1,House of Representatives,59,Mississippi,2019
"$11,450","$11,450",1,House of Representatives,59,Mississippi,2011
"$64,976","$32,488",2,House of Representatives,59,Mississippi,2007
"$39,735","$19,868",2,House of Representatives,59,Mississippi,2003
"$124,811","$20,802",6,House of Representatives,59,Mississippi,Total
"$7,200","$7,200",1,House of Representatives,60,Mississippi,2019
"$11,920","$5,960",2,House of Representatives,60,Mississippi,2018
"$71,955","$35,978",2,House of Representatives,60,Mississippi,2011
"$9,650","$9,650",1,House of Representatives,60,Mississippi,2007
"$36,616","$18,308",2,House of Representatives,60,Mississippi,2003
"$137,341","$17,168",8,House of Representatives,60,Mississippi,Total
"$42,818","$21,409",2,House of Representatives,61,Mississippi,2019
"$7,650","$7,650",1,House of Representatives,61,Mississippi,2011
"$30,165","$15,083",2,House of Representatives,61,Mississippi,2007
"$16,350","$16,350",1,House of Representatives,61,Mississippi,2003
"$96,983","$16,164",6,House of Representatives,61,Mississippi,Total
"$3,900","$3,900",1,House of Representatives,62,Mississippi,2019
"$5,100","$5,100",1,House of Representatives,62,Mississippi,2011
"$24,100","$24,100",1,House of Representatives,62,Mississippi,2007
"$15,050","$7,525",2,House of Representatives,62,Mississippi,2003
"$48,150","$9,630",5,House of Representatives,62,Mississippi,Total
"$60,400","$20,133",3,House of Representatives,63,Mississippi,2019
"$41,225","$20,613",2,House of Representatives,63,Mississippi,2011
"$30,950","$15,475",2,House of Representatives,63,Mississippi,2007
"$5,000","$5,000",1,House of Representatives,63,Mississippi,2003
"$137,575","$17,197",8,House of Representatives,63,Mississippi,Total
"$87,203","$87,203",1,House of Representatives,64,Mississippi,2019
"$153,688","$76,844",2,House of Representatives,64,Mississippi,2011
"$20,540","$20,540",1,House of Representatives,64,Mississippi,2007
"$123,604","$61,802",2,House of Representatives,64,Mississippi,2003
"$385,035","$64,172",6,House of Representatives,64,Mississippi,Total
"$17,842","$17,842",1,House of Representatives,65,Mississippi,2019
"$12,950","$12,950",1,House of Representatives,65,Mississippi,2011
"$52,561","$26,281",2,House of Representatives,65,Mississippi,2007
"$10,093","$5,047",2,House of Representatives,65,Mississippi,2003
"$93,446","$15,574",6,House of Representatives,65,Mississippi,Total
"$3,700","$3,700",1,House of Representatives,66,Mississippi,2019
"$97,139","$97,139",1,House of Representatives,66,Mississippi,2011
"$338,799","$112,933",3,House of Representatives,66,Mississippi,2007
"$180,963","$45,241",4,House of Representatives,66,Mississippi,2003
"$620,601","$68,956",9,House of Representatives,66,Mississippi,Total
"$34,300","$17,150",2,House of Representatives,67,Mississippi,2019
"$5,200","$5,200",1,House of Representatives,67,Mississippi,2011
"$2,350","$2,350",1,House of Representatives,67,Mississippi,2007
"$2,800","$2,800",1,House of Representatives,67,Mississippi,2003
"$44,650","$8,930",5,House of Representatives,67,Mississippi,Total
"$39,246","$9,812",4,House of Representatives,68,Mississippi,2019
"$3,050","$3,050",1,House of Representatives,68,Mississippi,2011
"$2,950","$2,950",1,House of Representatives,68,Mississippi,2007
"$50,384","$16,795",3,House of Representatives,68,Mississippi,2003
"$95,630","$10,626",9,House of Representatives,68,Mississippi,Total
$700,$700,1,House of Representatives,69,Mississippi,2019
"$1,650","$1,650",1,House of Representatives,69,Mississippi,2011
"$13,470","$13,470",1,House of Representatives,69,Mississippi,2007
"$7,790","$7,790",1,House of Representatives,69,Mississippi,2003
"$23,610","$5,903",4,House of Representatives,69,Mississippi,Total
"$41,567","$13,856",3,House of Representatives,70,Mississippi,2019
"$7,200","$7,200",1,House of Representatives,70,Mississippi,2011
"$5,350","$5,350",1,House of Representatives,70,Mississippi,2007
"$3,250","$3,250",1,House of Representatives,70,Mississippi,2003
"$57,367","$9,561",6,House of Representatives,70,Mississippi,Total
$0,$0,1,House of Representatives,71,Mississippi,2019
"$4,150","$4,150",1,House of Representatives,71,Mississippi,2011
"$326,383","$108,794",3,House of Representatives,71,Mississippi,2007
"$33,874","$16,937",2,House of Representatives,71,Mississippi,2003
"$364,407","$52,058",7,House of Representatives,71,Mississippi,Total
"$27,659","$13,830",2,House of Representatives,72,Mississippi,2019
"$7,000","$7,000",1,House of Representatives,72,Mississippi,2011
"$70,687","$35,344",2,House of Representatives,72,Mississippi,2007
"$1,347","$1,347",1,House of Representatives,72,Mississippi,2003
"$106,693","$17,782",6,House of Representatives,72,Mississippi,Total
"$81,623","$40,812",2,House of Representatives,73,Mississippi,2019
"$164,485","$54,828",3,House of Representatives,73,Mississippi,2011
"$45,135","$15,045",3,House of Representatives,73,Mississippi,2007
"$59,353","$19,784",3,House of Representatives,73,Mississippi,2003
"$350,596","$31,872",11,House of Representatives,73,Mississippi,Total
"$30,341","$15,171",2,House of Representatives,74,Mississippi,2019
"$39,825","$39,825",1,House of Representatives,74,Mississippi,2011
"$35,255","$35,255",1,House of Representatives,74,Mississippi,2007
"$71,578","$14,316",5,House of Representatives,74,Mississippi,2003
"$176,999","$19,667",9,House of Representatives,74,Mississippi,Total
"$87,276","$43,638",2,House of Representatives,75,Mississippi,2019
"$31,040","$31,040",1,House of Representatives,75,Mississippi,2011
"$80,471","$26,824",3,House of Representatives,75,Mississippi,2007
"$25,590","$5,118",5,House of Representatives,75,Mississippi,2003
"$224,377","$20,398",11,House of Representatives,75,Mississippi,Total
"$5,250","$5,250",1,House of Representatives,76,Mississippi,2011
"$9,050","$9,050",1,House of Representatives,76,Mississippi,2007
"$6,354","$6,354",1,House of Representatives,76,Mississippi,2003
"$20,654","$6,885",3,House of Representatives,76,Mississippi,Total
"$3,600","$3,600",1,House of Representatives,77,Mississippi,2019
"$16,598","$3,320",5,House of Representatives,77,Mississippi,2018
"$8,385","$8,385",1,House of Representatives,77,Mississippi,2011
"$131,682","$26,336",5,House of Representatives,77,Mississippi,2007
"$39,453","$19,727",2,House of Representatives,77,Mississippi,2003
"$199,718","$14,266",14,House of Representatives,77,Mississippi,Total
"$37,515","$18,757",2,House of Representatives,78,Mississippi,2019
"$9,000","$9,000",1,House of Representatives,78,Mississippi,2011
"$28,464","$14,232",2,House of Representatives,78,Mississippi,2007
"$19,594","$6,531",3,House of Representatives,78,Mississippi,2003
"$94,573","$11,822",8,House of Representatives,78,Mississippi,Total
"$3,250","$3,250",1,House of Representatives,79,Mississippi,2019
"$98,531","$49,266",2,House of Representatives,79,Mississippi,2011
"$22,818","$11,409",2,House of Representatives,79,Mississippi,2007
"$89,424","$17,885",5,House of Representatives,79,Mississippi,2003
"$214,023","$21,402",10,House of Representatives,79,Mississippi,Total
"$1,500","$1,500",1,House of Representatives,80,Mississippi,2019
"$54,668","$27,334",2,House of Representatives,80,Mississippi,2007
"$25,053","$12,527",2,House of Representatives,80,Mississippi,2003
"$81,221","$16,244",5,House of Representatives,80,Mississippi,Total
$0,$0,1,House of Representatives,81,Mississippi,2019
$500,$500,1,House of Representatives,81,Mississippi,2011
"$16,253","$8,127",2,House of Representatives,81,Mississippi,2007
"$16,753","$4,188",4,House of Representatives,81,Mississippi,Total
"$44,797","$22,399",2,House of Representatives,82,Mississippi,2011
"$22,733","$11,367",2,House of Representatives,82,Mississippi,2007
"$67,530","$16,883",4,House of Representatives,82,Mississippi,Total
"$141,598","$70,799",2,House of Representatives,83,Mississippi,2019
"$61,583","$20,528",3,House of Representatives,83,Mississippi,2011
"$8,700","$8,700",1,House of Representatives,83,Mississippi,2007
"$18,716","$9,358",2,House of Representatives,83,Mississippi,2003
"$230,597","$28,825",8,House of Representatives,83,Mississippi,Total
"$40,526","$20,263",2,House of Representatives,84,Mississippi,2019
"$37,863","$12,621",3,House of Representatives,84,Mississippi,2011
"$79,635","$15,927",5,House of Representatives,84,Mississippi,2007
"$18,716","$9,358",2,House of Representatives,84,Mississippi,2003
"$176,740","$14,728",12,House of Representatives,84,Mississippi,Total
$0,$0,1,House of Representatives,85,Mississippi,2019
$900,$225,4,House of Representatives,85,Mississippi,2018
"$17,820","$8,910",2,House of Representatives,85,Mississippi,2011
"$15,442","$7,721",2,House of Representatives,85,Mississippi,2007
"$8,158","$2,719",3,House of Representatives,85,Mississippi,2003
"$42,320","$3,527",12,House of Representatives,85,Mississippi,Total
"$13,400","$13,400",1,House of Representatives,86,Mississippi,2019
"$53,472","$17,824",3,House of Representatives,86,Mississippi,2011
"$40,290","$20,145",2,House of Representatives,86,Mississippi,2007
"$12,214","$6,107",2,House of Representatives,86,Mississippi,2003
"$119,376","$14,922",8,House of Representatives,86,Mississippi,Total
"$23,140","$7,713",3,House of Representatives,87,Mississippi,2019
"$82,030","$41,015",2,House of Representatives,87,Mississippi,2011
"$85,645","$28,548",3,House of Representatives,87,Mississippi,2007
"$2,250","$2,250",1,House of Representatives,87,Mississippi,2003
"$193,065","$21,452",9,House of Representatives,87,Mississippi,Total
"$30,008","$10,003",3,House of Representatives,88,Mississippi,2019
"$26,850","$26,850",1,House of Representatives,88,Mississippi,2011
"$2,950","$2,950",1,House of Representatives,88,Mississippi,2007
"$27,957","$6,989",4,House of Representatives,88,Mississippi,2003
"$87,765","$9,752",9,House of Representatives,88,Mississippi,Total
"$15,150","$15,150",1,House of Representatives,89,Mississippi,2019
"$31,385","$15,693",2,House of Representatives,89,Mississippi,2011
"$32,150","$32,150",1,House of Representatives,89,Mississippi,2007
"$6,750","$6,750",1,House of Representatives,89,Mississippi,2003
"$85,435","$17,087",5,House of Representatives,89,Mississippi,Total
"$37,855","$18,928",2,House of Representatives,90,Mississippi,2019
"$9,400","$9,400",1,House of Representatives,90,Mississippi,2011
"$8,450","$8,450",1,House of Representatives,90,Mississippi,2007
"$67,201","$33,601",2,House of Representatives,90,Mississippi,2003
"$122,906","$20,484",6,House of Representatives,90,Mississippi,Total
"$1,900","$1,900",1,House of Representatives,91,Mississippi,2019
"$97,753","$32,584",3,House of Representatives,91,Mississippi,2011
"$104,358","$52,179",2,House of Representatives,91,Mississippi,2007
"$18,530","$9,265",2,House of Representatives,91,Mississippi,2003
"$222,541","$27,818",8,House of Representatives,91,Mississippi,Total
